3/15/2016 13:36,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 13:46,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 13:56,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 14:06,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 14:16,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 14:26,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 14:36,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 14:46,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 14:56,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 15:06,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 15:16,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 15:24,	Timed Defrost Entered 
3/15/2016 15:24,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 15:26,	Defrost State Exited 
3/15/2016 15:26,	5,	5,	Defrost,"Diesel, Continuous"
3/15/2016 15:36,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 15:46,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 15:56,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 16:06,	5,	5.5,	High Mod Cool,"Diesel, Continuous"
3/15/2016 16:16,	5,	6,	High Mod Cool,"Diesel, Continuous"
3/15/2016 16:26,	5,	6.5,	High Mod Cool,"Diesel, Continuous"
3/15/2016 16:36,	5,	6.5,	Mod Cool,"Diesel, Continuous"
3/15/2016 16:46,	5,	6.2,	Mod Cool,"Diesel, Continuous"
3/15/2016 16:56,	5,	6.1,	Mod Cool,"Diesel, Continuous"
3/15/2016 17:06,	5,	5.9,	Mod Cool,"Diesel, Continuous"
3/15/2016 17:16,	5,	5.7,	Mod Cool,"Diesel, Continuous"
3/15/2016 17:26,	5,	5.6,	Mod Cool,"Diesel, Continuous"
3/15/2016 17:36,	5,	5.5,	Mod Cool,"Diesel, Continuous"
3/15/2016 17:46,	5,	5.4,	Mod Cool,"Diesel, Continuous"
3/15/2016 17:56,	5,	5.3,	Mod Cool,"Diesel, Continuous"
3/15/2016 18:06,	5,	5.2,	Mod Cool,"Diesel, Continuous"
3/15/2016 18:16,	5,	5.2,	Mod Cool,"Diesel, Continuous"
3/15/2016 18:26,	5,	5.2,	Mod Cool,"Diesel, Continuous"
3/15/2016 18:36,	5,	5.2,	Mod Cool,"Diesel, Continuous"
3/15/2016 18:46,	5,	5.2,	Mod Cool,"Diesel, Continuous"
3/15/2016 18:56,	5,	5.2,	Mod Cool,"Diesel, Continuous"
3/15/2016 19:06,	5,	5.2,	Mod Cool,"Diesel, Continuous"
3/15/2016 19:16,	5,	5.2,	Mod Cool,"Diesel, Continuous"
3/15/2016 19:26,	5,	5.1,	Mod Cool,"Diesel, Continuous"
3/15/2016 19:36,	5,	5.1,	Mod Cool,"Diesel, Continuous"
3/15/2016 19:46,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 19:56,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 20:06,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 20:16,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 20:26,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 20:36,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 20:46,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 20:56,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 21:06,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 21:16,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 21:26,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 21:36,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 21:39,	Timed Defrost Entered 
3/15/2016 21:39,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 21:41,	Defrost State Exited 
3/15/2016 21:42,	5,	5,	Defrost,"Diesel, Continuous"
3/15/2016 21:52,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 22:02,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 22:12,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 22:22,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 22:32,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 22:42,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 22:52,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 23:02,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 23:12,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 23:22,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 23:32,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 23:42,	5,	5,	Mod Cool,"Diesel, Continuous"
3/15/2016 23:52,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 00:00,	Setpoint Temperature: 5.0
3/16/2016 00:02,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 00:12,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 00:22,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 00:32,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 00:42,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 00:52,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 01:02,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 01:12,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 01:22,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 01:32,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 01:42,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 01:52,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 02:02,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 02:12,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 02:22,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 02:32,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 02:42,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 02:52,	5,	5.1,	Mod Cool,"Diesel, Continuous"
3/16/2016 03:02,	5,	5.1,	Mod Cool,"Diesel, Continuous"
3/16/2016 03:12,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 03:22,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 03:32,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 03:42,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 03:43,	Timed Defrost Entered 
3/16/2016 03:43,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 03:45,	Defrost State Exited 
3/16/2016 03:45,	5,	5,	Defrost,"Diesel, Continuous"
3/16/2016 03:55,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 04:05,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 04:15,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 04:25,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 04:35,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 04:45,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 04:55,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 05:05,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 05:15,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 05:25,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 05:35,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 05:45,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 05:55,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 06:05,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 06:15,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 06:25,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 06:35,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 06:45,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 06:55,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 07:05,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 07:15,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 07:25,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 07:35,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 07:45,	5,	5,	Mod Cool,"Diesel, Continuous"
3/16/2016 07:55,	5,	5.2,	Mod Cool,"Diesel, Continuous"
3/16/2016 08:05,	5,	5.6,	High Mod Cool,"Diesel, Continuous"
3/16/2016 08:15,	5,	6,	Mod Cool,"Diesel, Continuous"
3/16/2016 08:20,	Setpoint Temperature: 20.0
3/16/2016 08:25,	20,	6.1,	High Heat,"Diesel, Continuous"
3/16/2016 08:35,	20,	7.6,	High Heat,"Diesel, Continuous"
3/16/2016 08:45,	20,	10.2,	High Mod Heat,"Diesel, Continuous"
3/16/2016 08:55,	20,	12.8,	Mod Heat,"Diesel, Continuous"
3/16/2016 09:05,	20,	14.6,	Mod Heat,"Diesel, Continuous"
3/16/2016 09:15,	20,	15.9,	Mod Heat,"Diesel, Continuous"
3/16/2016 09:25,	20,	16.9,	Mod Heat,"Diesel, Continuous"
3/16/2016 09:35,	20,	17.6,	Mod Heat,"Diesel, Continuous"
3/16/2016 09:45,	20,	18.1,	Mod Heat,"Diesel, Continuous"
3/16/2016 09:55,	20,	18.5,	Mod Heat,"Diesel, Continuous"
3/16/2016 10:05,	20,	18.7,	Mod Heat,"Diesel, Continuous"
3/16/2016 10:15,	20,	18.9,	Mod Heat,"Diesel, Continuous"
3/16/2016 10:25,	20,	19.2,	Mod Cool,"Diesel, Continuous"
3/16/2016 10:35,	20,	19.4,	Mod Cool,"Diesel, Continuous"
3/16/2016 10:45,	20,	19.5,	Mod Cool,"Diesel, Continuous"
3/16/2016 10:55,	20,	19.4,	Mod Cool,"Diesel, Continuous"
3/16/2016 11:05,	20,	19.5,	Mod Cool,"Diesel, Continuous"
3/16/2016 11:15,	20,	19.4,	Mod Cool,"Diesel, Continuous"
3/16/2016 11:25,	20,	18.9,	Mod Cool,"Diesel, Continuous"
3/16/2016 11:35,	20,	18.8,	Mod Cool,"Diesel, Continuous"
3/16/2016 11:45,	20,	18.8,	Mod Cool,"Diesel, Continuous"
3/16/2016 11:55,	20,	18.9,	Mod Cool,"Diesel, Continuous"
3/16/2016 12:00,	Setpoint Temperature: 20.0
3/16/2016 12:05,	20,	19,	Mod Cool,"Diesel, Continuous"
3/16/2016 12:15,	20,	19.2,	Mod Cool,"Diesel, Continuous"
3/16/2016 12:25,	20,	19.3,	Mod Cool,"Diesel, Continuous"
3/16/2016 12:26,	Setpoint Temperature: -30.0
3/16/2016 12:35,	-30,	19.1,	High Cool,"Diesel, Continuous"
3/16/2016 12:45,	-30,	16.6,	High Cool,"Diesel, Continuous"
3/16/2016 12:51,	Power down
3/16/2016 14:04,	Power up
3/16/2016 14:04,	-30,	10.1
3/16/2016 14:04,	Setpoint Temperature: -30.0
3/16/2016 14:05,	Setpoint Temperature: -23.0
3/16/2016 14:14,	-23,	8.2,	High Cool,"Diesel, Continuous"
3/16/2016 14:24,	-23,	2.6,	High Cool,"Diesel, Continuous"
3/16/2016 14:34,	-23,	-3.1,	High Cool,"Diesel, Continuous"
3/16/2016 14:44,	-23,	-8.2,	High Cool,"Diesel, Continuous"
3/16/2016 14:54,	-23,	-11.7,	High Cool,"Diesel, Continuous"
3/16/2016 15:04,	-23,	-14.6,	High Cool,"Diesel, Continuous"
3/16/2016 15:14,	-23,	-16.6,	Cool,"Diesel, Continuous"
3/16/2016 15:24,	-23,	-17.9,	Cool,"Diesel, Continuous"
3/16/2016 15:34,	-23,	-18.9,	Cool,"Diesel, Continuous"
3/16/2016 15:44,	-23,	-19.7,	Cool,"Diesel, Continuous"
3/16/2016 15:54,	-23,	-20.5,	Cool,"Diesel, Continuous"
3/16/2016 16:04,	-23,	-21.1,	Cool,"Diesel, Continuous"
3/16/2016 16:14,	-23,	-21.7,	Cool,"Diesel, Continuous"
3/16/2016 16:24,	-23,	-22.2,	Cool,"Diesel, Continuous"
3/16/2016 16:34,	-23,	-22.5,	Cool,"Diesel, Continuous"
3/16/2016 16:44,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/16/2016 16:54,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/16/2016 17:04,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 17:14,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 17:24,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 17:34,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/16/2016 17:44,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 17:54,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 18:04,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 18:14,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/16/2016 18:24,	-23,	-23.1,	Cool,"Diesel, Continuous"
3/16/2016 18:34,	-23,	-23.1,	Cool,"Diesel, Continuous"
3/16/2016 18:44,	-23,	-23.1,	Cool,"Diesel, Continuous"
3/16/2016 18:54,	-23,	-23.1,	Cool,"Diesel, Continuous"
3/16/2016 19:04,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 19:14,	-23,	-23,	Heat,"Diesel, Continuous"
3/16/2016 19:24,	-23,	-23,	Heat,"Diesel, Continuous"
3/16/2016 19:34,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 19:44,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 19:54,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 20:04,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 20:14,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 20:24,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 20:34,	-23,	-23,	Heat,"Diesel, Continuous"
3/16/2016 20:44,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 20:54,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 21:04,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 21:14,	-23,	-23,	Heat,"Diesel, Continuous"
3/16/2016 21:24,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 21:34,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 21:44,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 21:54,	-23,	-23,	Heat,"Diesel, Continuous"
3/16/2016 22:04,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 22:14,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 22:24,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 22:34,	-23,	-23,	Heat,"Diesel, Continuous"
3/16/2016 22:44,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 22:54,	-23,	-22.9,	Cool,"Diesel, Continuous"
3/16/2016 23:04,	-23,	-22.9,	Cool,"Diesel, Continuous"
3/16/2016 23:11,	Timed Defrost Entered 
3/16/2016 23:11,	-23,	-23,	Cool,"Diesel, Continuous"
3/16/2016 23:21,	-23,	-22.7,	Defrost,"Diesel, Continuous"
3/16/2016 23:21,	Defrost State Exited 
3/16/2016 23:21,	-23,	-22.7,	Defrost,"Diesel, Continuous"
3/16/2016 23:31,	-23,	-22.2,	Cool,"Diesel, Continuous"
3/16/2016 23:41,	-23,	-22.3,	Heat,"Diesel, Continuous"
3/16/2016 23:51,	-23,	-22.5,	Cool,"Diesel, Continuous"
3/17/2016 00:00,	Setpoint Temperature: -23.0
3/17/2016 00:01,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 00:11,	-23,	-22.8,	Heat,"Diesel, Continuous"
3/17/2016 00:21,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 00:31,	-23,	-23,	Heat,"Diesel, Continuous"
3/17/2016 00:41,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 00:51,	-23,	-23.1,	Heat,"Diesel, Continuous"
3/17/2016 01:01,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 01:11,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 01:21,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 01:31,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 01:41,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 01:51,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 02:01,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 02:11,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 02:21,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 02:31,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 02:41,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 02:51,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 03:01,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 03:11,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 03:21,	-23,	-23.3,	Cool,"Diesel, Continuous"
3/17/2016 03:31,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 03:41,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 03:51,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 04:01,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 04:11,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 04:21,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 04:31,	-23,	-23.3,	Cool,"Diesel, Continuous"
3/17/2016 04:41,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 04:51,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 05:01,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 05:11,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 05:21,	-23,	-23.3,	Cool,"Diesel, Continuous"
3/17/2016 05:31,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 05:41,	-23,	-23.3,	Cool,"Diesel, Continuous"
3/17/2016 05:51,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 06:01,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 06:11,	-23,	-23.3,	Heat,"Diesel, Continuous"
3/17/2016 06:21,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 06:31,	-23,	-23.3,	Cool,"Diesel, Continuous"
3/17/2016 06:41,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 06:51,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 07:01,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 07:11,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 07:21,	-23,	-23.2,	Heat,"Diesel, Continuous"
3/17/2016 07:31,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 07:41,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 07:51,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 08:01,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 08:11,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 08:21,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 08:31,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 08:41,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 08:51,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 09:01,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 09:11,	-23,	-23.1,	Cool,"Diesel, Continuous"
3/17/2016 09:21,	-23,	-23.1,	Heat,"Diesel, Continuous"
3/17/2016 09:31,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 09:41,	-23,	-23,	Heat,"Diesel, Continuous"
3/17/2016 09:51,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 10:01,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 10:11,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 10:21,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 10:31,	-23,	-23,	Heat,"Diesel, Continuous"
3/17/2016 10:41,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 10:51,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 11:01,	-23,	-23,	Heat,"Diesel, Continuous"
3/17/2016 11:05,	Timed Defrost Entered 
3/17/2016 11:05,	-23,	-22.9,	Cool,"Diesel, Continuous"
3/17/2016 11:14,	Defrost State Exited 
3/17/2016 11:14,	-23,	-22.8,	Defrost,"Diesel, Continuous"
3/17/2016 11:24,	-23,	-22.2,	Cool,"Diesel, Continuous"
3/17/2016 11:34,	-23,	-22.3,	Cool,"Diesel, Continuous"
3/17/2016 11:44,	-23,	-22.5,	Heat,"Diesel, Continuous"
3/17/2016 11:54,	-23,	-22.5,	Cool,"Diesel, Continuous"
3/17/2016 12:00,	Setpoint Temperature: -23.0
3/17/2016 12:04,	-23,	-22.6,	Cool,"Diesel, Continuous"
3/17/2016 12:14,	-23,	-22.7,	Heat,"Diesel, Continuous"
3/17/2016 12:24,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 12:34,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 12:44,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 12:54,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 13:04,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 13:14,	-23,	-22.8,	Heat,"Diesel, Continuous"
3/17/2016 13:24,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 13:34,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 13:44,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 13:54,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 14:04,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 14:14,	-23,	-22.8,	Heat,"Diesel, Continuous"
3/17/2016 14:24,	-23,	-22.7,	Heat,"Diesel, Continuous"
3/17/2016 14:34,	-23,	-22.8,	Heat,"Diesel, Continuous"
3/17/2016 14:44,	-23,	-22.8,	Heat,"Diesel, Continuous"
3/17/2016 14:54,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 15:04,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 15:14,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 15:24,	-23,	-22.7,	Heat,"Diesel, Continuous"
3/17/2016 15:34,	-23,	-22.8,	Heat,"Diesel, Continuous"
3/17/2016 15:44,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 15:54,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 16:04,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 16:14,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 16:24,	-23,	-22.8,	Heat,"Diesel, Continuous"
3/17/2016 16:34,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 16:44,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 16:54,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 17:04,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 17:14,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 17:24,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 17:34,	-23,	-22.7,	Cool,"Diesel, Continuous"
3/17/2016 17:44,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 17:54,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 18:04,	-23,	-22.8,	Heat,"Diesel, Continuous"
3/17/2016 18:14,	-23,	-22.8,	Cool,"Diesel, Continuous"
3/17/2016 18:24,	-23,	-23,	Heat,"Diesel, Continuous"
3/17/2016 18:34,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 18:44,	-23,	-23,	Heat,"Diesel, Continuous"
3/17/2016 18:54,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 19:04,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 19:14,	-23,	-23,	Cool,"Diesel, Continuous"
3/17/2016 19:24,	-23,	-23.1,	Cool,"Diesel, Continuous"
3/17/2016 19:34,	-23,	-23.1,	Cool,"Diesel, Continuous"
3/17/2016 19:44,	-23,	-23.2,	Cool,"Diesel, Continuous"
3/17/2016 19:54,	-23,	-23.1,	Heat,"Diesel, Continuous"
