Time,Setpoint Zone-1,Return Zone-1,Discharge Zone-1,Coil Zone-1,Op Mode Zone-1,Ambient,Setpoint Zone-2,Return Zone-2,Discharge Zone-2,Coil Zone-2,Op Mode Zone-2,Setpoint Zone-3,Return Zone-3,Discharge Zone-3,Coil Zone-3,Op Mode Zone-3,Unit Operating Mode,
7/23/2019 08:52,	Clock Set
7/23/2019 09:05,	12,	10.1,	8.2,	8.4,	Null,	25.1,	1,	10.2,	0.3,	-5,	Cool,	1,	6.1,	-0.4,	-6.7,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:05,	Zone-1 Op Mode:  Heat
7/23/2019 09:06,	12,	10.4,	13.7,	13,	Heat,	24.3,	1,	10.4,	0.8,	-4.8,	Cool,	1,	5.8,	-0.1,	-6.7,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:07,	12,	11.7,	17.2,	15.5,	Heat,	23,	1,	11.5,	3.6,	-2.2,	Cool,	1,	6.6,	2.8,	-4.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:07,	Zone-1 Op Mode:  Null
7/23/2019 09:08,	12,	12.1,	18.5,	16.2,	Null,	23,	1,	11.8,	5.6,	0.9,	Cool,	1,	7.5,	4.8,	-1.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:09,	12,	12.2,	17.1,	14.3,	Null,	23.7,	1,	11.6,	5.2,	0.4,	Cool,	1,	7.6,	4,	-1.9,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:10,	12,	12.1,	16.5,	13.9,	Null,	24.8,	1,	11,	3.8,	-1.5,	Cool,	1,	7.1,	2.4,	-3.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:11,	12,	11.9,	16.2,	13.7,	Null,	25.2,	1,	10.3,	2.4,	-2.8,	Cool,	1,	6.4,	1.4,	-5.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:12,	12,	11.7,	15.9,	13.4,	Null,	25.7,	1,	9.7,	1.2,	-4,	Cool,	1,	5.6,	-0.2,	-6.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:13,	12,	11.4,	15.7,	13.2,	Null,	25.5,	1,	9.2,	0.2,	-5.2,	Cool,	1,	4.8,	-1.2,	-7.6,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:14,	12,	11.2,	15.4,	12.9,	Null,	24.6,	1,	8.6,	-0.7,	-6.2,	Cool,	1,	4.2,	-2.2,	-8.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:15,	12,	10.9,	15.2,	12.6,	Null,	24.2,	1,	8.1,	-1.4,	-7,	Cool,	1,	3.6,	-3,	-9.3,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:16,	12,	10.7,	14.9,	12.4,	Null,	24.1,	1,	7.6,	-2.1,	-7.6,	Cool,	1,	3.1,	-3.6,	-9.9,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:17,	12,	10.4,	14.7,	12.1,	Null,	24.3,	1,	7.2,	-2.6,	-8.1,	Cool,	1,	2.7,	-4,	-10.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:18,	12,	10.2,	14.5,	11.9,	Null,	24.6,	1,	6.9,	-3,	-8.6,	Cool,	1,	2.3,	-4.3,	-10.9,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:19,	Zone-1 Op Mode:  Heat
7/23/2019 09:19,	12,	10,	14.8,	12.2,	Heat,	23.7,	1,	6.5,	-3.3,	-8.9,	Cool,	1,	2.1,	-4.2,	-11.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:20,	12,	10.3,	19.3,	16.4,	Heat,	23.4,	1,	8.6,	-2.3,	-8.6,	Cool,	1,	2.6,	-2.2,	-10.6,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:21,	12,	11.5,	19.9,	16.9,	Heat,	22.6,	1,	10.2,	0.9,	-5.8,	Cool,	1,	3.8,	0.6,	-7.4,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:22,	Zone-1 Op Mode:  Null
7/23/2019 09:22,	12,	12.1,	20.8,	17.6,	Null,	22.4,	1,	11.3,	3.1,	-3.5,	Cool,	1,	4.8,	1.8,	-6.1,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:23,	12,	12,	19.4,	15.6,	Null,	22.8,	1,	10.7,	3.7,	-1.9,	Cool,	1,	5.4,	3,	-3.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:24,	12,	11.9,	18.2,	14.7,	Null,	23.9,	1,	9.8,	1.7,	-3.5,	Cool,	1,	5,	0.4,	-5.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:25,	12,	11.7,	17.4,	14.2,	Null,	24.4,	1,	9.1,	0,	-5,	Cool,	1,	4.3,	-1.2,	-7.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:26,	12,	11.3,	16.8,	13.7,	Null,	24.3,	1,	8.5,	-1.3,	-6.4,	Cool,	1,	3.5,	-2.5,	-8.9,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:27,	12,	11.1,	16.2,	13.2,	Null,	25.1,	1,	7.8,	-2.2,	-7.5,	Cool,	1,	2.9,	-3.2,	-9.9,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:28,	12,	10.8,	15.8,	12.8,	Null,	24.9,	1,	7.2,	-2.9,	-8.2,	Cool,	1,	2.5,	-3.8,	-10.6,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:29,	12,	10.5,	15.3,	12.4,	Null,	24.1,	1,	6.7,	-3.4,	-8.8,	Cool,	1,	2.1,	-4.2,	-11.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:30,	12,	10.2,	14.9,	12,	Null,	24,	1,	6.2,	-4,	-9.4,	Cool,	1,	1.7,	-4.5,	-11.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:31,	Zone-1 Op Mode:  Heat
7/23/2019 09:31,	12,	10,	14.6,	11.9,	Heat,	23.8,	1,	5.8,	-4.3,	-9.7,	Cool,	1,	1.4,	-4.9,	-12.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:32,	12,	10,	19.3,	16.3,	Heat,	23.6,	1,	7.8,	-3.1,	-9.5,	Cool,	1,	1.8,	-3.2,	-11.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:33,	12,	10.9,	19.8,	16.7,	Heat,	23,	1,	9.6,	0.4,	-6.4,	Cool,	1,	3.1,	0.2,	-8.4,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:34,	12,	11.6,	20.1,	16.9,	Heat,	22.6,	1,	10.9,	2.5,	-4.2,	Cool,	1,	4.1,	1.4,	-6.7,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:35,	Zone-1 Op Mode:  Null
7/23/2019 09:35,	12,	12,	20.8,	17.5,	Null,	22.4,	1,	11.9,	4,	-2.5,	Cool,	1,	5.2,	2.4,	-5.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:36,	12,	11.9,	19.6,	15.7,	Null,	22.4,	1,	10.8,	3.5,	-1.7,	Cool,	1,	5.6,	3.2,	-3.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:37,	12,	11.8,	18.3,	14.7,	Null,	23.8,	1,	9.8,	0.8,	-3.7,	Cool,	1,	5.1,	0,	-5.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:38,	12,	11.5,	17.5,	14.2,	Null,	24.3,	1,	8.5,	-1.5,	-5.5,	Cool,	1,	4.3,	-1.8,	-7.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:39,	12,	11.2,	16.8,	13.8,	Null,	24.8,	1,	7.5,	-3.3,	-7.3,	Cool,	1,	3.5,	-3.7,	-9.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:40,	12,	10.9,	16.3,	13.3,	Null,	24.8,	1,	6.8,	-4.4,	-8.5,	Cool,	1,	2.7,	-4.6,	-10.7,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:41,	12,	10.7,	15.8,	12.9,	Null,	24.2,	1,	6.2,	-5.2,	-9.4,	Cool,	1,	2.1,	-5.3,	-11.7,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:42,	12,	10.3,	15.3,	12.5,	Null,	24.2,	1,	5.7,	-5.7,	-10.1,	Cool,	1,	1.7,	-5.5,	-12.3,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:43,	12,	10.1,	14.9,	12.1,	Null,	24.3,	1,	5.1,	-6.2,	-10.7,	Cool,	1,	1.3,	-5.8,	-12.9,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:43,	Zone-1 Op Mode:  Heat
7/23/2019 09:44,	12,	9.4,	18.2,	15.4,	Heat,	24.6,	1,	6.1,	-5.7,	-10.8,	Cool,	1,	1.2,	-5.3,	-13.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:45,	12,	10.5,	20,	16.8,	Heat,	23.1,	1,	8.6,	-2.7,	-9,	Cool,	1,	2.2,	-1.7,	-11.4,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:46,	12,	11.3,	20.1,	16.8,	Heat,	22.9,	1,	10.2,	0.5,	-6,	Cool,	1,	3.5,	0.3,	-8.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:47,	12,	11.8,	20.3,	17.2,	Heat,	22.5,	1,	11.3,	2.4,	-4,	Cool,	1,	4.5,	1.4,	-7.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:48,	Zone-1 Op Mode:  Null
7/23/2019 09:48,	12,	12,	21,	17.7,	Null,	22.5,	1,	11.4,	3.5,	-2.4,	Cool,	1,	5.4,	2.2,	-6,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:49,	12,	11.8,	19,	15.2,	Null,	23,	1,	10.5,	1.4,	-3.2,	Cool,	1,	5.4,	1,	-5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:50,	12,	11.6,	17.9,	14.5,	Null,	24.2,	1,	9.4,	-1.2,	-5.2,	Cool,	1,	4.9,	-2.8,	-7.4,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:51,	12,	11.3,	17.2,	13.9,	Null,	24.7,	1,	8.3,	-3.6,	-7.2,	Cool,	1,	4.1,	-4.5,	-9.4,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:52,	12,	11,	16.5,	13.5,	Null,	24.8,	1,	7.5,	-5.2,	-8.8,	Cool,	1,	3.4,	-5.8,	-11,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:53,	12,	10.7,	15.9,	13,	Null,	24.6,	1,	6.8,	-6.4,	-10,	Cool,	1,	2.8,	-6.6,	-12.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:54,	12,	10.3,	15.4,	12.5,	Null,	25.1,	1,	6.3,	-7.3,	-10.9,	Cool,	1,	2.2,	-6.7,	-13.1,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:55,	12,	10.1,	14.9,	12.1,	Null,	24.3,	1,	5.8,	-8,	-11.6,	Cool,	1,	1.8,	-7,	-13.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:55,	Zone-1 Op Mode:  Heat
7/23/2019 09:56,	12,	9.6,	18.6,	15.7,	Heat,	23.9,	1,	7,	-6.9,	-11.5,	Cool,	1,	1.9,	-5.5,	-13.9,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:57,	12,	10.7,	20.1,	16.9,	Heat,	23.6,	1,	9.2,	-4,	-9.9,	Cool,	1,	2.8,	-1.6,	-11.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:58,	12,	11.5,	20.2,	17.1,	Heat,	23.2,	1,	10.7,	-0.7,	-7.2,	Cool,	1,	3.9,	0.2,	-9.7,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 09:59,	Zone-1 Op Mode:  Null
7/23/2019 09:59,	12,	12.1,	20.5,	17.4,	Null,	23,	1,	11.8,	1.3,	-5.2,	Cool,	1,	4.8,	1.1,	-8.3,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:00,	12,	11.9,	19.7,	15.8,	Null,	23.1,	1,	10.9,	1.3,	-3.6,	Cool,	1,	5.2,	1.9,	-5.9,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:01,	12,	11.7,	18.2,	14.6,	Null,	24.6,	1,	10,	-2.1,	-5.7,	Cool,	1,	4.9,	-1.8,	-7.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:02,	12,	11.4,	17.4,	14,	Null,	24.4,	1,	8.9,	-4.9,	-7.6,	Cool,	1,	4.3,	-4.5,	-10.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:03,	12,	11,	16.6,	13.4,	Null,	24.8,	1,	8.1,	-7,	-9.4,	Cool,	1,	3.6,	-6.2,	-12.1,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:04,	12,	10.7,	16,	12.9,	Null,	25.1,	1,	7.3,	-8.4,	-10.8,	Cool,	1,	3,	-7.2,	-13.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:05,	Variable Differential Defrost Entered Zone 2
7/23/2019 10:05,	Zone-2 Op Mode:  Defrost
7/23/2019 10:05,	12,	10.5,	15.7,	12.7,	Null,	25.1,	1,	7.1,	-8.9,	-11.3,	Defrost,	1,	2.7,	-7.8,	-14.1,	Cool,"Diesel, Cycle-Sentry"
7/23/2019 10:06,	12,	10.3,	14.9,	12.1,	Null,	23.9,	1,	7.2,	-7,	-8.1,	Defrost,	1,	3.5,	-7.1,	-14.8,	Cool,"Diesel, Cycle-Sentry"
7/23/2019 10:07,	12,	10.2,	14.5,	11.8,	Null,	23.5,	1,	7.2,	1.2,	-0.1,	Defrost,	1,	4.2,	-7.4,	-15.2,	Cool,"Diesel, Cycle-Sentry"
7/23/2019 10:08,	12,	10.1,	14.1,	11.6,	Null,	22.5,	1,	7.3,	8.3,	7.3,	Defrost,	1,	4.7,	-8.2,	-15.7,	Cool,"Diesel, Cycle-Sentry"
7/23/2019 10:09,	12,	10,	13.8,	11.5,	Null-Fans On,	22,	1,	7.4,	14.2,	12.9,	Defrost,	1,	5.1,	-8.2,	-16.1,	Cool,"Diesel, Cycle-Sentry"
7/23/2019 10:09,	Zone-1 Op Mode:  Null-Fans On
7/23/2019 10:09,	Zone-2 Op Mode:  Defrost
7/23/2019 10:10,	Defrost State Exited Zone 2
7/23/2019 10:10,	Variable Differential Defrost Entered Zone 3
7/23/2019 10:10,	12,	9.5,	12.2,	10.6,	Null-Fans On,	22.1,	1,	7.9,	15.5,	17.4,	Cool,	1,	5.8,	-4.6,	-15,	Defrost,"Diesel, Cycle-Sentry"
7/23/2019 10:11,	12,	9.3,	10.9,	10,	Null-Fans On,	22.2,	1,	8.5,	6.4,	7.6,	Cool,	1,	5.9,	-3,	-10.9,	Defrost,"Diesel, Cycle-Sentry"
7/23/2019 10:12,	12,	9.1,	10.3,	9.8,	Null-Fans On,	22.6,	1,	8.5,	2.1,	1,	Cool,	1,	6,	-1.5,	-4.7,	Defrost,"Diesel, Cycle-Sentry"
7/23/2019 10:13,	12,	8.9,	9.9,	9.5,	Null-Fans On,	23.1,	1,	8.2,	-0.4,	-3.6,	Cool,	1,	6.4,	0.1,	0.2,	Defrost,"Diesel, Cycle-Sentry"
7/23/2019 10:14,	12,	8.8,	9.6,	9.3,	Null-Fans On,	22.8,	1,	7.9,	-1.5,	-6.1,	Cool,	1,	7.3,	1.9,	4.3,	Defrost,"Diesel, Cycle-Sentry"
7/23/2019 10:15,	12,	8.6,	9.4,	9.2,	Null-Fans On,	22.8,	1,	7.7,	0,	-5,	Cool,	1,	8.1,	3.8,	7.3,	Defrost,"Diesel, Cycle-Sentry"
7/23/2019 10:16,	12,	8.5,	9.3,	9.1,	Null-Fans On,	22.6,	1,	7.6,	0.8,	-3.8,	Cool,	1,	9,	5.9,	9.5,	Defrost,"Diesel, Cycle-Sentry"
7/23/2019 10:17,	12,	8.4,	9.2,	8.9,	Null-Fans On,	22.3,	1,	7.6,	1.2,	-3.2,	Cool,	1,	9.8,	7.6,	11.4,	Defrost,"Diesel, Cycle-Sentry"
7/23/2019 10:18,	12,	8.4,	9.2,	8.9,	Null-Fans On,	21.8,	1,	7.7,	1.8,	-2.7,	Cool,	1,	10.8,	9.8,	13.1,	Defrost,"Diesel, Cycle-Sentry"
7/23/2019 10:18,	Zone-1 Op Mode:  Null-Fans On
7/23/2019 10:18,	Zone-2 Op Mode:  Cool
7/23/2019 10:18,	Zone-3 Op Mode:  Defrost
7/23/2019 10:18,	12,	8.4,	9.2,	8.9,	Null-Fans On,	21.3,	1,	7.8,	2.1,	-2.2,	Cool,	1,	11.3,	14,	15.1,	Defrost,"Diesel, Cycle-Sentry"
7/23/2019 10:19,	Defrost State Exited Zone 3
7/23/2019 10:19,	Zone-1 Op Mode:  Heat
7/23/2019 10:19,	Zone-3 Op Mode:  Cool
7/23/2019 10:19,	12,	8.4,	9.3,	9,	Heat,	21.3,	1,	8,	2.7,	-1.2,	Cool,	1,	9.4,	15.9,	19.6,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:20,	12,	10,	20.8,	17.7,	Heat,	21.4,	1,	9.6,	3.4,	-0.4,	Cool,	1,	7.6,	7.2,	12.3,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:20,	Zone-1 Op Mode:  Null
7/23/2019 10:21,	12,	11.1,	26.6,	25.1,	Null,	22.1,	1,	11.1,	4.7,	0.4,	Cool,	1,	7.7,	5.5,	6.7,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:22,	12,	11.3,	26.3,	23.4,	Null,	23,	1,	10.7,	4.2,	-0.2,	Cool,	1,	7.5,	3.6,	2.3,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:23,	12,	11.3,	24.9,	21,	Null,	24.3,	1,	9.9,	2.4,	-2.6,	Cool,	1,	6.5,	1.6,	-1.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:24,	12,	11.1,	23.3,	19,	Null,	26.1,	1,	9,	0.5,	-4.6,	Cool,	1,	5.4,	-0.2,	-4.6,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:25,	12,	10.8,	21.7,	17.3,	Null,	25.2,	1,	8.3,	-0.6,	-6,	Cool,	1,	4.5,	-1.6,	-6.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:26,	12,	10.5,	20.2,	16,	Null,	26,	1,	7.6,	-1.9,	-7.2,	Cool,	1,	3.7,	-2.8,	-8.4,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:27,	12,	10.1,	18.9,	14.8,	Null,	25.7,	1,	6.9,	-2.9,	-8.2,	Cool,	1,	2.8,	-3.7,	-9.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:27,	Zone-1 Op Mode:  Heat
7/23/2019 10:28,	12,	9.4,	20.8,	17.2,	Heat,	25.5,	1,	7.2,	-3.1,	-8.7,	Cool,	1,	2.4,	-3.7,	-10.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:29,	12,	10.4,	21.6,	17.8,	Heat,	24.4,	1,	9.2,	-1.8,	-8.3,	Cool,	1,	3.1,	-1.4,	-9.1,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:30,	12,	11.1,	21.1,	17.3,	Heat,	24.6,	1,	10.6,	0.8,	-5.5,	Cool,	1,	4,	0.8,	-6.6,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:31,	12,	11.6,	21.2,	17.6,	Heat,	23.9,	1,	11.5,	2.5,	-3.5,	Cool,	1,	4.8,	2,	-5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:32,	12,	12,	21.1,	17.7,	Heat,	23.8,	1,	12.3,	4,	-2.2,	Cool,	1,	5.6,	2.7,	-4.4,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:32,	Zone-1 Op Mode:  Null
7/23/2019 10:33,	12,	11.9,	20.7,	16.6,	Null,	24,	1,	11.7,	4.6,	-1.1,	Cool,	1,	6,	3.6,	-2.7,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:34,	12,	11.8,	19,	15,	Null,	25.2,	1,	10.6,	2.2,	-3.2,	Cool,	1,	5.4,	1.7,	-4.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:35,	12,	11.5,	18,	14.4,	Null,	25.7,	1,	9.5,	0.4,	-4.8,	Cool,	1,	4.6,	-0.2,	-6.2,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:36,	12,	11.1,	17.2,	13.9,	Null,	25.5,	1,	8.6,	-1.1,	-6.5,	Cool,	1,	3.7,	-1.7,	-7.9,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:37,	12,	10.7,	16.5,	13.3,	Null,	25.3,	1,	7.8,	-2.4,	-7.7,	Cool,	1,	2.9,	-2.9,	-9.3,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:38,	12,	10.3,	15.9,	12.8,	Null,	25.5,	1,	6.9,	-3.5,	-8.7,	Cool,	1,	2.2,	-3.8,	-10.3,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:39,	Zone-1 Op Mode:  Heat
7/23/2019 10:39,	12,	10,	15.2,	12.2,	Heat,	24.9,	1,	6.3,	-4,	-9.4,	Cool,	1,	1.6,	-4.4,	-11,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:40,	12,	9.5,	19.7,	16.6,	Heat,	24.4,	1,	7.9,	-3.3,	-9.3,	Cool,	1,	1.8,	-3.6,	-11,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:41,	12,	10.5,	20.3,	16.7,	Heat,	24.3,	1,	9.7,	-0.3,	-7,	Cool,	1,	2.9,	-0.2,	-8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:42,	12,	11.1,	20.4,	16.9,	Heat,	23.5,	1,	11,	1.8,	-4.5,	Cool,	1,	4,	1.4,	-5.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:43,	12,	11.6,	20.7,	17.3,	Heat,	23,	1,	11.9,	3.5,	-2.9,	Cool,	1,	4.9,	2.4,	-4.6,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:44,	12,	11.9,	20.7,	17.4,	Heat,	22.8,	1,	12.7,	4.7,	-1.9,	Cool,	1,	5.6,	3.1,	-3.8,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:44,	Zone-1 Op Mode:  Null
7/23/2019 10:45,	12,	12,	21.4,	18,	Null,	23.4,	1,	12.6,	5.2,	-1.1,	Cool,	1,	6.1,	3.5,	-3,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:46,	12,	11.8,	19.4,	15.5,	Null,	24,	1,	11.5,	2.8,	-2.1,	Cool,	1,	6,	2.9,	-2.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:47,	12,	11.6,	18.2,	14.6,	Null,	24.9,	1,	10.1,	0,	-4.2,	Cool,	1,	5.2,	-0.2,	-5,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:48,	12,	11.3,	17.4,	14.1,	Null,	25,	1,	8.8,	-2.3,	-6.1,	Cool,	1,	4.3,	-2.2,	-6.9,	Cool,"Diesel, Cycle-Sentry, High Speed"
7/23/2019 10:49,	12,	10.9,	16.7,	13.5,	Null,	25.2,	1,	7.7,	-3.9,	-7.8,	Cool,	1,	3.4,	-3.9,	-8.5,	Cool,"Diesel, Cycle-Sentry, High Speed"
