Device : CargoWatch
Truck/Trailer ID: R4038
Serial Number: 017809314200T3
Unit Serial Number: 0000006001177969
Software Version: 75C0
Temperature: °C
Pressure: Bar

Time,Setpoint Temperature,Logger Sensor 1,Op Mode Zone-1,Op Mode,
6/15/2016 11:29,	-23,	7.1,	High Cool,"Diesel, Continuous"
6/15/2016 11:39,	-23,	3.9,	High Cool,"Diesel, Continuous"
6/15/2016 11:49,	-23,	1,	High Cool,"Diesel, Continuous"
6/15/2016 11:59,	-23,	-1.8,	High Cool,"Diesel, Continuous"
6/15/2016 12:00,	Setpoint Temperature: -23.0
6/15/2016 12:09,	-23,	-4.6,	High Cool,"Diesel, Continuous"
6/15/2016 12:19,	-23,	-7.1,	High Cool,"Diesel, Continuous"
6/15/2016 12:29,	-23,	-9.6,	High Cool,"Diesel, Continuous"
6/15/2016 12:39,	-23,	-12,	High Cool,"Diesel, Continuous"
6/15/2016 12:49,	-23,	-13.8,	Cool,"Diesel, Continuous"
6/15/2016 12:59,	-23,	-15.1,	Cool,"Diesel, Continuous"
6/15/2016 13:09,	-23,	-16.2,	Cool,"Diesel, Continuous"
6/15/2016 13:19,	-23,	-17.2,	Cool,"Diesel, Continuous"
6/15/2016 13:29,	-23,	-18.2,	Cool,"Diesel, Continuous"
6/15/2016 13:39,	-23,	-19,	Cool,"Diesel, Continuous"
6/15/2016 13:49,	-23,	-19.5,	Cool,"Diesel, Continuous"
6/15/2016 13:59,	-23,	-19.9,	Cool,"Diesel, Continuous"
6/15/2016 14:09,	-23,	-20.5,	Cool,"Diesel, Continuous"
6/15/2016 14:19,	-23,	-20.7,	Cool,"Diesel, Continuous"
6/15/2016 14:29,	-23,	-21,	Cool,"Diesel, Continuous"
6/15/2016 14:39,	-23,	-21.3,	Cool,"Diesel, Continuous"
6/15/2016 14:49,	-23,	-21.5,	Cool,"Diesel, Continuous"
6/15/2016 14:59,	-23,	-21.7,	Cool,"Diesel, Continuous"
6/15/2016 15:09,	-23,	-21.8,	Cool,"Diesel, Continuous"
6/15/2016 15:19,	-23,	-20.7,	High Cool,"Diesel, Continuous"
6/15/2016 15:29,	Variable Differential Defrost Entered 
6/15/2016 15:29,	-23,	-19.2,	High Cool,"Diesel, Continuous"
6/15/2016 15:38,	Defrost State Exited 
6/15/2016 15:38,	-23,	-17.2,	Defrost,"Diesel, Continuous"
6/15/2016 15:48,	-23,	-14.6,	High Cool,"Diesel, Continuous"
6/15/2016 15:58,	-23,	-12.7,	High Cool,"Diesel, Continuous"
6/15/2016 16:08,	-23,	-11.7,	High Cool,"Diesel, Continuous"
6/15/2016 16:18,	-23,	-11.2,	High Cool,"Diesel, Continuous"
6/15/2016 16:26,	Variable Differential Defrost Entered 
6/15/2016 16:26,	-23,	-10.7,	High Cool,"Diesel, Continuous"
6/15/2016 16:35,	Defrost State Exited 
6/15/2016 16:35,	-23,	-9.8,	Defrost,"Diesel, Continuous"
6/15/2016 16:45,	-23,	-8,	High Cool,"Diesel, Continuous"
6/15/2016 16:55,	-23,	-6.6,	High Cool,"Diesel, Continuous"
6/15/2016 17:05,	-23,	-6.9,	High Cool,"Diesel, Continuous"
6/15/2016 17:15,	-23,	-8.8,	High Cool,"Diesel, Continuous"
6/15/2016 17:25,	-23,	-11,	High Cool,"Diesel, Continuous"
6/15/2016 17:35,	-23,	-13.1,	Cool,"Diesel, Continuous"
6/15/2016 17:45,	-23,	-14.6,	Cool,"Diesel, Continuous"
6/15/2016 17:55,	-23,	-15.8,	Cool,"Diesel, Continuous"
6/15/2016 18:05,	-23,	-16.8,	Cool,"Diesel, Continuous"
6/15/2016 18:15,	-23,	-17.6,	Cool,"Diesel, Continuous"
6/15/2016 18:25,	-23,	-18.4,	Cool,"Diesel, Continuous"
6/15/2016 18:35,	-23,	-19,	Cool,"Diesel, Continuous"
6/15/2016 18:45,	-23,	-19.5,	Cool,"Diesel, Continuous"
6/15/2016 18:55,	-23,	-19.9,	Cool,"Diesel, Continuous"
6/15/2016 19:05,	-23,	-20.3,	Cool,"Diesel, Continuous"
6/15/2016 19:15,	-23,	-20.5,	Cool,"Diesel, Continuous"
6/15/2016 19:25,	-23,	-20.8,	Cool,"Diesel, Continuous"
6/15/2016 19:35,	-23,	-21,	Cool,"Diesel, Continuous"
6/15/2016 19:42,	Variable Differential Defrost Entered 
6/15/2016 19:42,	-23,	-21,	Cool,"Diesel, Continuous"
6/15/2016 19:52,	-23,	-20.8,	Defrost,"Diesel, Continuous"
6/15/2016 19:56,	Defrost State Exited 
6/15/2016 19:56,	-23,	-20.7,	Defrost,"Diesel, Continuous"
6/15/2016 20:06,	-23,	-20.2,	High Cool,"Diesel, Continuous"
6/15/2016 20:16,	-23,	-20.6,	Cool,"Diesel, Continuous"
6/15/2016 20:26,	-23,	-21,	Cool,"Diesel, Continuous"
6/15/2016 20:36,	-23,	-21.3,	Cool,"Diesel, Continuous"
6/15/2016 20:46,	-23,	-21.6,	Cool,"Diesel, Continuous"
6/15/2016 20:56,	-23,	-21.8,	Cool,"Diesel, Continuous"
6/15/2016 21:06,	-23,	-22,	Cool,"Diesel, Continuous"
6/15/2016 21:16,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/15/2016 21:26,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/15/2016 21:36,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/15/2016 21:46,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/15/2016 21:56,	-23,	-22.4,	Cool,"Diesel, Continuous"
6/15/2016 22:06,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/15/2016 22:16,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/15/2016 22:26,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/15/2016 22:36,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/15/2016 22:46,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/15/2016 22:56,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/15/2016 23:06,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/15/2016 23:16,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/15/2016 23:26,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/15/2016 23:36,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/15/2016 23:46,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/15/2016 23:56,	-23,	-22.6,	Cool,"Diesel, Continuous"
6/16/2016 00:00,	Setpoint Temperature: -23.0
6/16/2016 00:06,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/16/2016 00:16,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/16/2016 00:26,	-23,	-22.6,	Cool,"Diesel, Continuous"
6/16/2016 00:36,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/16/2016 00:46,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/16/2016 00:56,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/16/2016 01:06,	-23,	-22.7,	Heat,"Diesel, Continuous"
6/16/2016 01:16,	-23,	-22.6,	Heat,"Diesel, Continuous"
6/16/2016 01:26,	-23,	-22.7,	Cool,"Diesel, Continuous"
6/16/2016 01:36,	-23,	-22.7,	Heat,"Diesel, Continuous"
6/16/2016 01:46,	-23,	-22.6,	Heat,"Diesel, Continuous"
6/16/2016 01:56,	-23,	-22.6,	Heat,"Diesel, Continuous"
6/16/2016 02:06,	-23,	-22.5,	Heat,"Diesel, Continuous"
6/16/2016 02:16,	-23,	-22.5,	Heat,"Diesel, Continuous"
6/16/2016 02:26,	-23,	-22.5,	Heat,"Diesel, Continuous"
6/16/2016 02:36,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 02:46,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 02:56,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 03:06,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 03:16,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 03:26,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 03:36,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 03:46,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 03:56,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 04:06,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 04:16,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 04:26,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 04:36,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 04:46,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 04:56,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 05:06,	-23,	-22.5,	Heat,"Diesel, Continuous"
6/16/2016 05:16,	-23,	-22.4,	Heat,"Diesel, Continuous"
6/16/2016 05:26,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 05:36,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 05:46,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 05:56,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 06:06,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 06:16,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/16/2016 06:20,	Timed Defrost Entered 
6/16/2016 06:20,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 06:30,	-23,	-22,	Defrost,"Diesel, Continuous"
6/16/2016 06:32,	Defrost State Exited 
6/16/2016 06:32,	-23,	-22,	Defrost,"Diesel, Continuous"
6/16/2016 06:42,	-23,	-21.4,	Cool,"Diesel, Continuous"
6/16/2016 06:52,	-23,	-21.7,	Cool,"Diesel, Continuous"
6/16/2016 07:02,	-23,	-21.8,	Cool,"Diesel, Continuous"
6/16/2016 07:12,	-23,	-21.9,	Cool,"Diesel, Continuous"
6/16/2016 07:22,	-23,	-22,	Cool,"Diesel, Continuous"
6/16/2016 07:32,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 07:42,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 07:52,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 08:02,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 08:12,	-23,	-22.4,	Heat,"Diesel, Continuous"
6/16/2016 08:22,	-23,	-22.4,	Heat,"Diesel, Continuous"
6/16/2016 08:32,	-23,	-22.5,	Heat,"Diesel, Continuous"
6/16/2016 08:42,	-23,	-22.4,	Heat,"Diesel, Continuous"
6/16/2016 08:52,	-23,	-22.4,	Cool,"Diesel, Continuous"
6/16/2016 09:02,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 09:12,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 09:22,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 09:32,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 09:42,	-23,	-22.5,	Heat,"Diesel, Continuous"
6/16/2016 09:52,	-23,	-22.4,	Cool,"Diesel, Continuous"
6/16/2016 10:02,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 10:12,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 10:22,	-23,	-22.5,	Cool,"Diesel, Continuous"
6/16/2016 10:32,	-23,	-22.4,	Heat,"Diesel, Continuous"
6/16/2016 10:42,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 10:52,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 11:02,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 11:12,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/16/2016 11:22,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 11:32,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 11:42,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 11:52,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 12:00,	Setpoint Temperature: -23.0
6/16/2016 12:02,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 12:12,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 12:22,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 12:32,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/16/2016 12:42,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 12:52,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/16/2016 13:02,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 13:12,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 13:22,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 13:32,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 13:42,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 13:52,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 14:02,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 14:12,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 14:22,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 14:32,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 14:42,	-23,	-22.2,	Cool,"Diesel, Continuous"
6/16/2016 14:52,	-23,	-22.1,	Cool,"Diesel, Continuous"
6/16/2016 15:02,	-23,	-22,	Cool,"Diesel, Continuous"
6/16/2016 15:12,	-23,	-22,	Cool,"Diesel, Continuous"
6/16/2016 15:22,	-23,	-22,	Cool,"Diesel, Continuous"
6/16/2016 15:32,	-23,	-21.8,	Cool,"Diesel, Continuous"
6/16/2016 15:42,	-23,	-21.9,	Cool,"Diesel, Continuous"
6/16/2016 15:52,	-23,	-21.8,	Cool,"Diesel, Continuous"
6/16/2016 16:01,	Timed Defrost Entered 
6/16/2016 16:01,	-23,	-21.8,	Cool,"Diesel, Continuous"
6/16/2016 16:11,	-23,	-21.6,	Defrost,"Diesel, Continuous"
6/16/2016 16:11,	Defrost State Exited 
6/16/2016 16:11,	-23,	-21.5,	Defrost,"Diesel, Continuous"
6/16/2016 16:21,	-23,	-21,	High Cool,"Diesel, Continuous"
